訂單編號,日期,顧客代號,品項,數量,單價,小計,通路
O01396,2026-08-03,C124,蚵仔麵線,1,65,65,外帶
O01396,2026-08-03,C124,炭烤香腸,1,40,40,外送平台
O00846,2026-08-04,C078,麻油麵線,1,85,85,內用
O00846,2026-08-04,C078,麻油麵線,2,85,170,外帶
O00846,2026-08-04,C078,古早味紅茶,1,25,25,外送平台
O01108,2026-08-04,C098,古早味紅茶,2,25,50,外帶
O01108,2026-08-04,C098,燙青菜,2,45,90,外帶
O00125,2026-08-05,C015,古早味紅茶,1,25,25,內用
O00467,2026-08-05,C048,炭烤香腸,1,40,40,外帶
O00856,2026-08-05,C078,燙青菜,1,45,45,外帶
O00856,2026-08-05,C078,麻油麵線,2,85,170,外帶
O00980,2026-08-05,C088,古早味紅茶,1,25,25,外送平台
O01488,2026-08-05,C129,蚵仔麵線,2,65,130,內用
O00272,2026-08-06,C029,古早味紅茶,1,25,25,外帶
O00272,2026-08-06,C029,麻油麵線,1,85,85,外送平台
O00272,2026-08-06,C029,燙青菜,1,45,45,外帶
O00615,2026-08-06,C059,麻油麵線,1,85,85,外帶
O01414,2026-08-06,C125,古早味紅茶,1,25,25,外送平台
O01414,2026-08-06,C125,蚵仔麵線,1,65,65,內用
O00325,2026-08-07,C032,燙青菜,2,45,90,外送平台
O00325,2026-08-07,C032,炭烤香腸,1,40,40,外帶
O00803,2026-08-07,C072,古早味紅茶,1,25,25,外帶
O00803,2026-08-07,C072,古早味紅茶,1,25,25,外帶
O00858,2026-08-07,C078,古早味紅茶,1,25,25,外帶
O00858,2026-08-07,C078,麻油麵線,1,85,85,外帶
O00895,2026-08-07,C080,蚵仔麵線,1,65,65,外送平台
O00994,2026-08-07,C089,滷味拼盤,1,90,90,外送平台
O00994,2026-08-07,C089,滷味拼盤,1,90,90,外帶
O01171,2026-08-07,C109,滷味拼盤,1,90,90,內用
O01483,2026-08-07,C129,古早味紅茶,1,25,25,內用
O00051,2026-08-08,C009,麻油麵線,1,85,85,外送平台
O00392,2026-08-08,C036,滷味拼盤,1,90,90,外帶
O00392,2026-08-08,C036,蚵仔麵線,1,65,65,外帶
O00814,2026-08-08,C073,燙青菜,1,45,45,內用
O00814,2026-08-08,C073,麻油麵線,1,85,85,外帶
O00814,2026-08-08,C073,古早味紅茶,1,25,25,內用
O00842,2026-08-08,C078,燙青菜,1,45,45,外帶
O00842,2026-08-08,C078,炭烤香腸,1,40,40,外帶
O00844,2026-08-08,C078,炭烤香腸,1,40,40,外送平台
O00844,2026-08-08,C078,炭烤香腸,1,40,40,外送平台
O01006,2026-08-08,C089,炭烤香腸,1,40,40,外送平台
O01006,2026-08-08,C089,燙青菜,1,45,45,外帶
O01011,2026-08-08,C089,燙青菜,1,45,45,外送平台
O01111,2026-08-08,C101,炭烤香腸,1,40,40,外送平台
O01137,2026-08-08,C104,炭烤香腸,1,40,40,外帶
O01137,2026-08-08,C104,古早味紅茶,1,25,25,外帶
O01169,2026-08-08,C109,麻油麵線,1,85,85,內用
O01169,2026-08-08,C109,炭烤香腸,1,40,40,外送平台
O01415,2026-08-08,C125,滷味拼盤,1,90,90,外帶
O01415,2026-08-08,C125,炭烤香腸,1,40,40,外帶
O01455,2026-08-08,C128,蚵仔麵線,1,65,65,外帶
O00228,2026-08-09,C026,蚵仔麵線,1,65,65,外帶
O00849,2026-08-09,C078,蚵仔麵線,1,65,65,外帶
O00853,2026-08-09,C078,蚵仔麵線,2,65,130,外帶
O01189,2026-08-09,C110,炭烤香腸,1,40,40,內用
O01489,2026-08-09,C129,炭烤香腸,1,40,40,外帶
O01489,2026-08-09,C129,滷味拼盤,1,90,90,外帶
O00309,2026-08-10,C032,燙青菜,1,45,45,外帶
O00336,2026-08-10,C032,燙青菜,1,45,45,外帶
O00336,2026-08-10,C032,燙青菜,1,45,45,內用
O00520,2026-08-10,C051,古早味紅茶,1,25,25,內用
O00810,2026-08-10,C073,滷味拼盤,1,90,90,外帶
O00810,2026-08-10,C073,滷味拼盤,1,90,90,外帶
O00810,2026-08-10,C073,古早味紅茶,1,25,25,內用
O00860,2026-08-10,C078,古早味紅茶,1,25,25,外送平台
O00860,2026-08-10,C078,古早味紅茶,2,25,50,外帶
O01001,2026-08-10,C089,麻油麵線,2,85,170,外帶
O01361,2026-08-10,C119,滷味拼盤,1,90,90,外送平台
O01361,2026-08-10,C119,古早味紅茶,1,25,25,內用
O01419,2026-08-10,C125,燙青菜,1,45,45,內用
O01462,2026-08-10,C128,滷味拼盤,1,90,90,內用
O01462,2026-08-10,C128,炭烤香腸,1,40,40,外帶
O00070,2026-08-11,C011,炭烤香腸,1,40,40,外帶
O00291,2026-08-11,C031,燙青菜,1,45,45,內用
O00291,2026-08-11,C031,滷味拼盤,2,90,180,外帶
O00366,2026-08-11,C034,蚵仔麵線,1,65,65,內用
O00692,2026-08-11,C065,蚵仔麵線,1,65,65,外送平台
O00713,2026-08-11,C066,滷味拼盤,1,90,90,外帶
O00713,2026-08-11,C066,滷味拼盤,1,90,90,外帶
O00750,2026-08-11,C068,滷味拼盤,1,90,90,外帶
O00750,2026-08-11,C068,麻油麵線,1,85,85,外帶
O00750,2026-08-11,C068,滷味拼盤,1,90,90,內用
O01058,2026-08-11,C092,麻油麵線,1,85,85,外帶
O01296,2026-08-11,C116,蚵仔麵線,2,65,130,內用
O01296,2026-08-11,C116,滷味拼盤,1,90,90,外送平台
O01296,2026-08-11,C116,燙青菜,1,45,45,內用
O01320,2026-08-11,C116,麻油麵線,1,85,85,內用
O01320,2026-08-11,C116,古早味紅茶,2,25,50,內用
O01320,2026-08-11,C116,滷味拼盤,2,90,180,外帶
O01326,2026-08-11,C116,麻油麵線,1,85,85,外帶
O01330,2026-08-11,C116,炭烤香腸,1,40,40,外帶
O01330,2026-08-11,C116,古早味紅茶,1,25,25,外送平台
O01527,2026-08-11,C133,蚵仔麵線,1,65,65,外帶
O01527,2026-08-11,C133,滷味拼盤,2,90,180,外帶
O00172,2026-08-12,C022,炭烤香腸,1,40,40,外帶
O00172,2026-08-12,C022,滷味拼盤,1,90,90,外送平台
O00313,2026-08-12,C032,炭烤香腸,2,40,80,外帶
O00843,2026-08-12,C078,燙青菜,1,45,45,外帶
O01029,2026-08-12,C090,古早味紅茶,1,25,25,外帶
O01105,2026-08-12,C098,麻油麵線,2,85,170,外帶
O01300,2026-08-12,C116,滷味拼盤,1,90,90,內用
O01300,2026-08-12,C116,麻油麵線,1,85,85,內用
O01305,2026-08-12,C116,蚵仔麵線,1,65,65,外帶
O01305,2026-08-12,C116,麻油麵線,1,85,85,外帶
O00175,2026-08-13,C022,麻油麵線,2,85,170,內用
O00184,2026-08-13,C022,滷味拼盤,1,90,90,外帶
O00231,2026-08-13,C026,古早味紅茶,2,25,50,外帶
O00304,2026-08-13,C031,炭烤香腸,2,40,80,外送平台
O00304,2026-08-13,C031,麻油麵線,1,85,85,內用
O00742,2026-08-13,C068,麻油麵線,1,85,85,外帶
O00742,2026-08-13,C068,炭烤香腸,2,40,80,外帶
O00845,2026-08-13,C078,滷味拼盤,1,90,90,外帶
O00845,2026-08-13,C078,麻油麵線,1,85,85,外帶
O00845,2026-08-13,C078,古早味紅茶,1,25,25,外帶
O00854,2026-08-13,C078,炭烤香腸,2,40,80,外送平台
O00929,2026-08-13,C083,燙青菜,2,45,90,外帶
O00946,2026-08-13,C083,炭烤香腸,1,40,40,外送平台
O00946,2026-08-13,C083,燙青菜,2,45,90,外帶
O01100,2026-08-13,C098,麻油麵線,2,85,170,外帶
O01100,2026-08-13,C098,炭烤香腸,1,40,40,外送平台
O01297,2026-08-13,C116,古早味紅茶,1,25,25,外帶
O01297,2026-08-13,C116,古早味紅茶,1,25,25,外帶
O01299,2026-08-13,C116,滷味拼盤,1,90,90,外帶
O01321,2026-08-13,C116,蚵仔麵線,2,65,130,外送平台
O01321,2026-08-13,C116,麻油麵線,2,85,170,外送平台
O01520,2026-08-13,C132,滷味拼盤,2,90,180,外送平台
O00078,2026-08-14,C011,滷味拼盤,1,90,90,外帶
O00078,2026-08-14,C011,古早味紅茶,1,25,25,內用
O00078,2026-08-14,C011,炭烤香腸,2,40,80,外帶
O00182,2026-08-14,C022,滷味拼盤,1,90,90,外帶
O00334,2026-08-14,C032,麻油麵線,1,85,85,外送平台
O00334,2026-08-14,C032,炭烤香腸,1,40,40,外帶
O00669,2026-08-14,C065,麻油麵線,1,85,85,外送平台
O00669,2026-08-14,C065,炭烤香腸,1,40,40,內用
O00669,2026-08-14,C065,古早味紅茶,1,25,25,外帶
O00700,2026-08-14,C066,燙青菜,1,45,45,外帶
O00809,2026-08-14,C073,滷味拼盤,2,90,180,外送平台
O00914,2026-08-14,C083,蚵仔麵線,2,65,130,外帶
O00914,2026-08-14,C083,燙青菜,2,45,90,內用
O01027,2026-08-14,C090,蚵仔麵線,1,65,65,外帶
O01027,2026-08-14,C090,蚵仔麵線,1,65,65,外帶
O01056,2026-08-14,C092,炭烤香腸,1,40,40,內用
O01056,2026-08-14,C092,燙青菜,1,45,45,外送平台
O01056,2026-08-14,C092,燙青菜,1,45,45,內用
O01099,2026-08-14,C098,炭烤香腸,1,40,40,外送平台
O01099,2026-08-14,C098,燙青菜,1,45,45,內用
O01302,2026-08-14,C116,滷味拼盤,1,90,90,外送平台
O01315,2026-08-14,C116,炭烤香腸,1,40,40,外帶
O01315,2026-08-14,C116,古早味紅茶,1,25,25,內用
O00157,2026-08-15,C022,滷味拼盤,1,90,90,外帶
O00157,2026-08-15,C022,蚵仔麵線,1,65,65,外送平台
O00166,2026-08-15,C022,麻油麵線,1,85,85,外送平台
O00177,2026-08-15,C022,古早味紅茶,1,25,25,內用
O00177,2026-08-15,C022,炭烤香腸,1,40,40,外帶
O00307,2026-08-15,C032,古早味紅茶,1,25,25,內用
O00307,2026-08-15,C032,炭烤香腸,1,40,40,外帶
O00404,2026-08-15,C043,滷味拼盤,1,90,90,內用
O00404,2026-08-15,C043,古早味紅茶,1,25,25,外送平台
O00404,2026-08-15,C043,麻油麵線,1,85,85,外帶
O01306,2026-08-15,C116,炭烤香腸,1,40,40,內用
O01306,2026-08-15,C116,滷味拼盤,1,90,90,外送平台
O01311,2026-08-15,C116,古早味紅茶,1,25,25,外送平台
O01324,2026-08-15,C116,蚵仔麵線,2,65,130,外帶
O01324,2026-08-15,C116,炭烤香腸,1,40,40,外送平台
O01327,2026-08-15,C116,炭烤香腸,1,40,40,外送平台
O01327,2026-08-15,C116,古早味紅茶,1,25,25,外帶
O00162,2026-08-16,C022,炭烤香腸,2,40,80,內用
O00817,2026-08-16,C075,麻油麵線,1,85,85,外帶
O00817,2026-08-16,C075,燙青菜,2,45,90,外送平台
O01047,2026-08-16,C092,麻油麵線,1,85,85,外帶
O01308,2026-08-16,C116,滷味拼盤,1,90,90,內用
O01316,2026-08-16,C116,蚵仔麵線,2,65,130,外送平台
O01316,2026-08-16,C116,燙青菜,1,45,45,外帶
O01318,2026-08-16,C116,滷味拼盤,2,90,180,外帶
O01493,2026-08-16,C129,炭烤香腸,1,40,40,內用
O01493,2026-08-16,C129,滷味拼盤,2,90,180,外帶
O01493,2026-08-16,C129,炭烤香腸,2,40,80,內用
O00609,2026-08-17,C059,蚵仔麵線,1,65,65,外帶
O00609,2026-08-17,C059,燙青菜,1,45,45,外送平台
O01028,2026-08-17,C090,炭烤香腸,2,40,80,外帶
O01028,2026-08-17,C090,燙青菜,1,45,45,外帶
O01303,2026-08-17,C116,麻油麵線,1,85,85,外送平台
O01303,2026-08-17,C116,炭烤香腸,1,40,40,內用
O01303,2026-08-17,C116,麻油麵線,1,85,85,外送平台
O01307,2026-08-17,C116,炭烤香腸,1,40,40,外帶
O01325,2026-08-17,C116,古早味紅茶,1,25,25,內用
O00333,2026-08-18,C032,滷味拼盤,1,90,90,外帶
O00333,2026-08-18,C032,麻油麵線,1,85,85,外帶
O00333,2026-08-18,C032,燙青菜,1,45,45,內用
O00681,2026-08-18,C065,滷味拼盤,1,90,90,內用
O00685,2026-08-18,C065,炭烤香腸,1,40,40,外送平台
O00685,2026-08-18,C065,古早味紅茶,1,25,25,外帶
O00746,2026-08-18,C068,蚵仔麵線,1,65,65,內用
O00746,2026-08-18,C068,炭烤香腸,2,40,80,外帶
O01019,2026-08-18,C090,滷味拼盤,1,90,90,外送平台
O01019,2026-08-18,C090,滷味拼盤,1,90,90,外送平台
O01301,2026-08-18,C116,麻油麵線,1,85,85,外帶
O01309,2026-08-18,C116,古早味紅茶,2,25,50,外帶
O01312,2026-08-18,C116,滷味拼盤,1,90,90,外送平台
O01312,2026-08-18,C116,炭烤香腸,1,40,40,外帶
O01317,2026-08-18,C116,燙青菜,2,45,90,外帶
O01323,2026-08-18,C116,古早味紅茶,1,25,25,外帶
O01323,2026-08-18,C116,古早味紅茶,1,25,25,外送平台
O01323,2026-08-18,C116,蚵仔麵線,2,65,130,外送平台
O01429,2026-08-18,C127,古早味紅茶,1,25,25,外送平台
O01429,2026-08-18,C127,炭烤香腸,1,40,40,外送平台
O01432,2026-08-18,C127,燙青菜,1,45,45,外帶
O01433,2026-08-18,C127,滷味拼盤,1,90,90,外帶
O01433,2026-08-18,C127,炭烤香腸,1,40,40,內用
O01434,2026-08-18,C127,滷味拼盤,2,90,180,內用
O01434,2026-08-18,C127,燙青菜,1,45,45,外送平台
O01434,2026-08-18,C127,麻油麵線,2,85,170,外送平台
O01435,2026-08-18,C127,蚵仔麵線,1,65,65,外帶
O01435,2026-08-18,C127,燙青菜,1,45,45,外帶
O01437,2026-08-18,C127,麻油麵線,1,85,85,外帶
O01439,2026-08-18,C127,滷味拼盤,2,90,180,外帶
O01439,2026-08-18,C127,燙青菜,1,45,45,外送平台
O01439,2026-08-18,C127,古早味紅茶,1,25,25,外送平台
O01185,2026-08-19,C110,滷味拼盤,1,90,90,內用
O01310,2026-08-19,C116,燙青菜,1,45,45,外帶
O01430,2026-08-19,C127,麻油麵線,1,85,85,外送平台
O01430,2026-08-19,C127,燙青菜,2,45,90,外帶
O01431,2026-08-19,C127,炭烤香腸,2,40,80,外送平台
O01436,2026-08-19,C127,燙青菜,1,45,45,外送平台
O01436,2026-08-19,C127,麻油麵線,1,85,85,內用
O01438,2026-08-19,C127,燙青菜,1,45,45,外帶
O01438,2026-08-19,C127,麻油麵線,1,85,85,內用
O01440,2026-08-19,C127,炭烤香腸,2,40,80,外帶
O01440,2026-08-19,C127,古早味紅茶,2,25,50,外送平台
O01022,2026-08-20,C090,蚵仔麵線,1,65,65,外帶
O01022,2026-08-20,C090,古早味紅茶,1,25,25,內用
O01135,2026-08-20,C104,炭烤香腸,2,40,80,外帶
O01135,2026-08-20,C104,蚵仔麵線,1,65,65,外送平台
O01135,2026-08-20,C104,燙青菜,1,45,45,內用
O01314,2026-08-20,C116,蚵仔麵線,1,65,65,外帶
O01314,2026-08-20,C116,麻油麵線,1,85,85,外帶
O01329,2026-08-20,C116,蚵仔麵線,1,65,65,外帶
O01329,2026-08-20,C116,麻油麵線,1,85,85,外帶
O01329,2026-08-20,C116,滷味拼盤,1,90,90,外送平台
O01553,2026-08-20,C136,燙青菜,1,45,45,外帶
O01553,2026-08-20,C136,蚵仔麵線,1,65,65,內用
O01597,2026-08-20,C140,燙青菜,1,45,45,外帶
O01054,2026-08-21,C092,古早味紅茶,1,25,25,外帶
O01054,2026-08-21,C092,古早味紅茶,1,25,25,外送平台
O01113,2026-08-21,C101,麻油麵線,2,85,170,外送平台
O01113,2026-08-21,C101,滷味拼盤,1,90,90,外帶
O01113,2026-08-21,C101,古早味紅茶,1,25,25,外帶
O01114,2026-08-21,C102,炭烤香腸,2,40,80,外帶
O01313,2026-08-21,C116,燙青菜,2,45,90,外帶
O01313,2026-08-21,C116,古早味紅茶,2,25,50,外帶
O01319,2026-08-21,C116,炭烤香腸,1,40,40,內用
O01298,2026-08-22,C116,蚵仔麵線,2,65,130,外帶
O01304,2026-08-22,C116,麻油麵線,1,85,85,內用
O01322,2026-08-22,C116,滷味拼盤,1,90,90,內用
O01322,2026-08-22,C116,燙青菜,1,45,45,外帶
O01328,2026-08-22,C116,麻油麵線,1,85,85,內用
O00287,2026-08-23,C031,古早味紅茶,1,25,25,外送平台
O00287,2026-08-23,C031,古早味紅茶,1,25,25,外送平台
O01046,2026-08-23,C092,炭烤香腸,1,40,40,外帶
O01112,2026-08-23,C101,燙青菜,1,45,45,內用
O01112,2026-08-23,C101,麻油麵線,1,85,85,內用
O01480,2026-08-23,C129,古早味紅茶,1,25,25,外帶
O01480,2026-08-23,C129,炭烤香腸,1,40,40,外帶
O00296,2026-08-25,C031,炭烤香腸,1,40,40,外帶
O00549,2026-08-25,C054,蚵仔麵線,1,65,65,外帶
O00549,2026-08-25,C054,燙青菜,2,45,90,內用
O01116,2026-08-25,C103,麻油麵線,2,85,170,外帶
O01116,2026-08-25,C103,蚵仔麵線,2,65,130,內用
O00300,2026-08-27,C031,滷味拼盤,1,90,90,外送平台
O01530,2026-08-27,C133,滷味拼盤,1,90,90,內用
O01530,2026-08-27,C133,古早味紅茶,2,25,50,外帶
